,cik
20546,
20547,356211.0
20554,
20555,723731.0
20562,897599.0
20570,910071.0
20571,745274.0
20589,1028124.0
20590,315172.0
20597,
20598,16160.0
20618,17843.0
20619,
20626,1666700.0
20627,
20634,
20642,
20643,719613.0
20650,
20651,714282.0
20669,
20670,730255.0
20677,870213.0
20678,726512.0
20685,
20693,833376.0
20694,1011659.0
20706,
20714,
20715,
20722,
20723,16357.0
20730,18366.0
20749,
20750,1035201.0
20758,
20765,40888.0
20766,
20773,78846.0
20774,942125.0
20781,
20782,719172.0
20802,
20803,277376.0
20810,
20811,16481.0
20829,
20830,
20837,
20845,
20853,22606.0
20854,16511.0
20861,
20862,
20888,109086.0
20889,
20897,16590.0
20909,
20910,1063180.0
20918,704292.0
20925,
20926,
20933,
20934,
20941,
20942,16595.0
20968,101357.0
20969,16602.0
20976,31089.0
20977,16626.0
20984,
20985,
20992,707181.0
20993,201226.0
21004,40858.0
21005,16664.0
21012,
21013,16692.0
21020,6201.0
21021,
21039,31575.0
21040,16766.0
21047,
21048,712948.0
21055,18498.0
21063,
21071,
21098,
21100,
21101,
21119,
21127,12635.0
21135,35214.0
21143,7636.0
21144,16984.0
21151,26193.0
21178,936468.0
21179,16990.0
21186,1732845.0
21194,5294.0
21207,1164727.0
21208,
21215,
21216,
21223,
21224,726593.0
21231,1103601.0
21232,
21258,24596.0
21266,927653.0
21274,44279.0
21275,
21282,20067.0
21283,
21290,68366.0
21291,17385.0
21303,1086088.0
21304,356622.0
21311,
21312,201374.0
21338,1419581.0
21339,205129.0
21346,708485.0
21347,
21354,
21355,17482.0
21362,
21363,
21370,728391.0
21371,721371.0
21389,78859.0
21390,17500.0
21397,19150.0
21398,773936.0
21418,
21419,
21426,
21427,
21434,
21443,
21450,93419.0
21451,888340.0
21469,
21477,
21478,17523.0
21485,1058033.0
21486,726330.0
21493,
21494,
21506,
21507,17599.0
21514,92236.0
21515,
21522,1033782.0
21523,
21530,
21531,
21549,8789.0
21550,314266.0
21557,812944.0
21558,357044.0
21565,
21566,747681.0
21573,51434.0
21574,
21581,
21602,
21603,17769.0
21610,
21611,
21629,15185.0
21630,
21637,
21638,746650.0
21645,
21646,
21653,275501.0
21654,
21661,
21662,
21688,
21689,
21696,
21697,
21709,95559.0
21710,
21717,
21718,18029.0
21725,
21726,18061.0
21733,10829.0
21734,
21741,
21742,726958.0
21768,731444.0
21769,356017.0
21776,1109357.0
21777,
21784,
21785,721447.0
21792,1130310.0
21793,
21805,
21806,278166.0
21813,
21821,23738.0
21848,
21849,
21856,
21857,
21864,13892.0
21872,30927.0
21873,201401.0
21880,
21881,
21899,
21900,737275.0
21901,
21902,742194.0
21928,1057877.0
21929,718585.0
21936,78003.0
21937,
21944,
21945,18497.0
21952,
21953,717242.0
21960,19731.0
21961,318485.0
21980,748354.0
21987,
21988,
21995,
21996,
22007,
22008,36994.0
22015,
22016,708823.0
22023,67532.0
22024,
22031,
22032,1409775.0
22058,
22059,
22066,70538.0
22067,
22074,715633.0
22075,276235.0
22082,351696.0
22083,761201.0
22090,
22103,32604.0
22111,200406.0
22112,
22138,
22139,
22146,
22147,
22154,
22155,
22162,36369.0
22170,
22171,769751.0
22189,69774.0
22190,
22197,
22198,215403.0
22218,106230.0
22219,18751.0
22226,26205.0
22227,
22234,77292.0
22235,
22242,
22243,18819.0
22250,723371.0
22251,310767.0
22269,105956.0
22270,3905.0
22277,6410.0
22278,
22285,16068.0
22293,24741.0
22294,
22306,
22307,
22314,
22315,18900.0
22322,899596.0
22323,728387.0
22330,
22331,18903.0
22349,
22350,
22357,
22358,215408.0
22365,
22366,723925.0
22373,60860.0
22374,18937.0
22381,
22382,826821.0
22402,19855.0
22403,729197.0
22410,277948.0
22411,
22429,
22430,725259.0
22437,1061393.0
22438,729472.0
22445,277437.0
22453,
22461,733663.0
22488,2387.0
22489,19017.0
22496,357261.0
22497,350383.0
22509,79879.0
22510,202196.0
22517,922224.0
22518,713492.0
22525,79191.0
22526,
22533,316425.0
22534,19082.0
22541,40779.0
22542,19089.0
22568,42765.0
22569,742685.0
22576,
22577,
22585,19161.0
22592,66740.0
22593,724051.0
22605,73515.0
22613,1004858.0
22614,
22621,202995.0
22622,724096.0
22648,29415.0
22649,
22656,
22657,
22664,315641.0
22665,73377.0
22672,
22673,19252.0
22680,716823.0
22681,356799.0
22699,946993.0
22700,
22701,33870.0
22702,729173.0
22728,
22729,
22736,
22737,
22744,
22745,
22752,310158.0
22753,19353.0
22760,67412.0
22761,
22779,68505.0
22787,81050.0
22788,
22795,91631.0
22796,
22808,
22809,
22816,90534.0
22817,36674.0
22824,
22825,19446.0
22832,
22833,
22840,23666.0
22841,19504.0
22859,27430.0
22860,700787.0
22867,
22868,23912.0
22875,
22876,
22883,48804.0
22884,
22891,64923.0
22892,19514.0
22904,
22905,19520.0
22912,
22913,350692.0
22920,
22921,215419.0
22939,16995.0
22940,
22947,899652.0
22948,19550.0
22955,
22956,201424.0
22963,
22964,276934.0
22971,
22972,1507319.0
22998,94108.0
22999,
23018,61457.0
23019,318306.0
23026,1031296.0
23027,
23034,105107.0
23035,725813.0
23042,32689.0
23043,783396.0
23050,82775.0
23051,215425.0
23069,
23070,19636.0
23077,1637459.0
23078,
23085,754737.0
23086,
23093,
23094,
23106,
23107,729582.0
23114,1094093.0
23115,19704.0
23122,
23123,19715.0
23130,
23131,19736.0
23149,
23150,19737.0
23157,
23158,63848.0
23165,
23166,
23173,
23174,
23181,
23182,19745.0
23202,103435.0
23203,19756.0
23210,20947.0
23211,
23229,201533.0
23230,313353.0
23237,84068.0
23238,
23245,32346.0
23246,
23253,1035881.0
23254,748032.0
23261,
23262,
23288,1682467.0
23289,1098505.0
23296,
23297,703351.0
23309,1585689.0
23310,19965.0
23317,1024401.0
23318,706539.0
23325,
23326,200138.0
23333,
23334,20056.0
23341,4829.0
23342,
23368,
23369,
23376,
23377,352800.0
23384,53043.0
23392,
23393,313927.0
23405,44570.0
23406,
23413,
23421,
23422,351986.0
23448,103682.0
23456,29147.0
23457,
23464,40770.0
23465,
23472,84919.0
23473,20286.0
23480,
23481,729583.0
23499,71297.0
23500,
23501,1135971.0
23502,
23528,
23529,355106.0
23536,107815.0
23537,720145.0
23544,318819.0
23545,20356.0
23552,744106.0
23560,
23561,
23579,217346.0
23580,352154.0
23587,
23588,719727.0
23595,21070.0
23596,725897.0
23609,726602.0
23616,
23624,
23632,
23633,
23640,10366.0
23641,20355.0
23659,24759.0
23660,723254.0
23667,66029.0
23668,
23675,
23676,
23683,34391.0
23691,
23692,20427.0
23704,
23705,829806.0
23712,788784.0
23713,704054.0
23720,914755.0
23721,
23739,
23740,
23747,
23748,
23755,
23756,356153.0
23763,
23771,
23798,
23799,24090.0
23800,
23819,45012.0
23820,
23827,861388.0
23828,
23835,67716.0
23836,315176.0
23843,
23844,
23851,18540.0
23878,
23879,
23886,82744.0
23887,20520.0
23894,24586.0
23895,
23907,
23908,
23915,41077.0
23916,201461.0
23923,
23924,23413.0
23931,72903.0
23958,
23959,
23966,
23967,20691.0
23974,
23975,20740.0
23982,
23983,20784.0
23990,84792.0
23991,713864.0
24002,1029590.0
24003,
24010,65984.0
24011,20864.0
24037,
24038,20871.0
24045,52835.0
24046,1400891.0
24053,1711269.0
24054,
24061,
24088,7214.0
24089,319333.0
24096,1046861.0
24097,716646.0
24109,4904.0
24110,21038.0
24117,762129.0
24118,
24125,
24126,727739.0
24133,
24134,21101.0
24141,720685.0
24142,716469.0
24168,
24169,
24176,
24177,
24184,1079182.0
24185,
24192,829966.0
24193,728303.0
24205,753308.0
24206,
24213,63745.0
24214,21248.0
24221,1004440.0
24248,66756.0
24249,
24256,1144835.0
24257,
24265,310285.0
24272,1674862.0
24273,729602.0
24280,
24281,
24299,945372.0
24300,49444.0
24301,806393.0
24302,21310.0
24328,33213.0
24329,
24336,88010.0
24352,310170.0
24360,1062379.0
24379,
24387,
24388,21371.0
24395,
24408,
24409,730390.0
24416,52491.0
24417,318379.0
24424,102491.0
24425,21388.0
24432,1143068.0
24433,21391.0
24440,1021635.0
24441,215466.0
24459,78814.0
24460,
24467,86251.0
24468,868262.0
24475,
24476,21510.0
24483,1762424.0
24491,352049.0
24504,
24505,225184.0
24512,
24513,
24520,
24521,350192.0
24539,81371.0
24540,835345.0
24547,
24548,356830.0
24555,4339.0
24556,21686.0
24563,1023291.0
24564,
24571,
24572,21759.0
24598,
24599,
24600,24009.0
24601,
24619,32534.0
24620,
24627,66953.0
24628,92339.0
24635,54291.0
24636,
24643,4281.0
24651,93561.0
24652,
24678,104669.0
24679,60653.0
24686,
24687,
24694,203093.0
24695,
24707,23304.0
24708,
24715,724176.0
24716,276780.0
24723,51720.0
24724,21932.0
24731,59696.0
24732,314668.0
24758,
24759,
24766,1133421.0
24767,21956.0
24774,
24775,
24782,
24783,22036.0
24790,66132.0
24791,22077.0
24803,107681.0
24804,717468.0
24811,1370946.0
24812,
24838,
24839,22103.0
24846,
24847,
24854,
24862,
24870,860520.0
24871,205184.0
24889,
24890,22216.0
24897,34257.0
24898,355374.0
24918,34471.0
24919,732700.0
24926,45214.0
24927,714281.0
24934,70155.0
24935,835344.0
24942,1047122.0
24943,703326.0
24950,
24951,22252.0
24969,104918.0
24970,
24977,
24978,1096936.0
24985,1002910.0
24986,1808065.0
24993,
25005,1045309.0
25006,22283.0
25013,
25021,
25022,1166691.0
25048,35604.0
25049,718451.0
25056,33015.0
25057,
25064,17462.0
25065,814246.0
25072,846930.0
25073,230131.0
25080,101424.0
25081,28412.0
25099,916863.0
25100,721776.0
25101,
25102,725368.0
25128,
25129,22356.0
25136,
25137,22366.0
25144,1035675.0
25145,97177.0
25152,
25153,22390.0
25160,43414.0
25161,
25179,
25180,
25187,
25188,22412.0
25195,62671.0
25196,22428.0
25208,940170.0
25209,
25216,93813.0
25217,22470.0
25224,
25225,
25232,1039684.0
25233,
25240,
25241,71528.0
25259,
25260,355574.0
25275,
25283,92521.0
25284,
25291,
25292,
25304,45876.0
25305,
25312,84801.0
25313,
25320,16732.0
25339,
25340,
25347,
25348,310433.0
25355,
25356,
25363,
25371,34891.0
25372,1047961.0
25398,47844.0
25399,355627.0
25400,
25401,
25419,106640.0
25420,
25427,
25428,
25435,
25436,
25443,1085392.0
25444,825539.0
25451,
25452,22701.0
25478,
25479,
25486,71669.0
25487,723612.0
25494,
25495,22788.0
25507,60731.0
25508,277025.0
25515,
25523,54496.0
25531,
25559,277809.0
25566,
25567,732722.0
25574,99037.0
25575,
25582,202058.0
25583,22872.0
25590,70145.0
25591,
25604,319085.0
25611,94679.0
25612,720031.0
25638,
25639,714438.0
25646,927653.0
25647,925363.0
25654,
25655,715133.0
25662,
25670,
25671,22910.0
25689,
25690,
25697,840467.0
25698,22932.0
25718,56871.0
25719,22944.0
25726,
25727,768263.0
25734,
25735,
25742,
25743,22962.0
25750,19010.0
25751,1018295.0
25769,1141185.0
25770,819479.0
25777,
25778,356028.0
25785,37996.0
25786,356446.0
25793,
25794,717203.0
25806,83957.0
25807,
25814,
25815,722519.0
25822,
25823,22989.0
25830,
25831,353382.0
25849,81949.0
25850,
25857,
25858,
25865,
25866,
25873,46741.0
25874,
25881,
25882,23006.0
25902,
25903,23021.0
25910,41130.0
25911,23026.0
25929,
25930,23027.0
25937,101771.0
25938,716903.0
25945,
25946,350854.0
25953,29905.0
25954,
25961,39547.0
25962,23050.0
25988,
25989,23055.0
25996,
25997,
26008,
26009,23071.0
26016,
26024,
26025,201511.0
26032,
26033,23080.0
26041,
26059,78769.0
26067,
26068,729638.0
26075,311259.0
26076,736975.0
26084,23111.0
26091,
26092,
26104,
26105,1048644.0
26112,27904.0
26113,
26120,
26121,
26139,
26140,730626.0
26147,
26148,
26155,
26156,
26171,
26172,
26198,
26199,
26200,
26201,23197.0
26219,
26220,23203.0
26227,
26228,
26235,
26236,
26243,37934.0
26244,23036.0
26251,
26252,23019.0
26278,45229.0
26279,201513.0
26286,49670.0
26287,352988.0
26294,59880.0
26295,23023.0
26307,
26308,718332.0
26315,
26316,23229.0
26323,
26331,3941.0
26332,740112.0
26358,
26366,102432.0
26367,
26374,18000.0
26375,23314.0
26382,37748.0
26383,
26390,852138.0
26391,
26403,1744489.0
26404,
26411,
26438,79326.0
26439,914723.0
26446,
26447,
26454,95395.0
26455,
26462,
26463,276209.0
26470,277595.0
26471,23503.0
26489,58221.0
26490,716860.0
26497,64230.0
26498,
26518,1416436.0
26519,
26526,34291.0
26534,708819.0
26542,1024725.0
26550,105982.0
26569,
26570,23648.0
26577,82911.0
26578,23657.0
26585,789943.0
26586,23752.0
26593,
26594,
26606,66960.0
26607,1726173.0
26614,91928.0
26622,19167.0
26630,
26631,
26650,23795.0
26657,43300.0
26658,313632.0
26665,110377.0
26666,
26673,6182.0
26681,949573.0
26682,100320.0
26702,
26703,
26710,60086.0
26711,23910.0
26729,63917.0
26737,84567.0
26738,737011.0
26745,
26746,23926.0
26753,
26754,
26761,71060.0
26762,
26788,97452.0
26789,847926.0
26796,102229.0
26797,
26809,104647.0
26810,23995.0
26817,
26818,1520231.0
26825,55067.0
26826,
26833,89638.0
26834,354761.0
26841,20041.0
26868,55212.0
26876,72450.0
26877,1064287.0
26884,85627.0
26892,
26905,66957.0
26906,
26913,
26914,
26921,100620.0
26922,24218.0
26948,
26949,
26956,
26957,
26964,
26965,96608.0
26972,
26973,355825.0
26980,
26981,24240.0
26999,
27000,49913.0
27019,
27020,
27027,61267.0
27028,722057.0
27035,64674.0
27036,810906.0
27043,203527.0
27044,
27051,6164.0
27052,
27078,55023.0
27086,
27087,710979.0
27094,21768.0
27095,
27107,225595.0
27108,
27115,43512.0
27116,320170.0
27123,
27124,720062.0
27131,205610.0
27158,18758.0
27166,
27167,715446.0
27174,
27175,
27182,99296.0
27183,
27190,215073.0
27203,28154.0
27204,225211.0
27211,
27212,24636.0
27238,103193.0
27239,316402.0
27247,713996.0
27254,93451.0
27255,24654.0
27262,
27263,69952.0
27270,806858.0
27271,310584.0
27289,13290.0
27290,24734.0
27297,878718.0
27318,73093.0
27326,
27327,
27334,790051.0
27335,18621.0
27342,24552.0
27343,726911.0
27350,28871.0
27369,
27370,354771.0
27377,54003.0
27378,
27385,74778.0
27386,
27393,77110.0
27394,25034.0
27406,
27407,718096.0
27414,
27415,
27422,764065.0
27423,
27430,24491.0
27431,25118.0
27449,41296.0
27450,
27457,72397.0
27458,25181.0
27465,
27466,
27473,
27474,25212.0
27481,92050.0
27482,730259.0
27502,
27503,
27510,
27529,
27530,
27537,
27538,814849.0
27545,
27546,353189.0
27553,
27554,
27561,
27562,1067294.0
27588,
27589,
27596,200245.0
27597,729171.0
27609,
27610,319497.0
27617,54187.0
27618,25475.0
27625,
27626,25480.0
27633,85961.0
27634,718388.0
27641,10253.0
27642,712815.0
27668,95907.0
27669,
27676,95092.0
27677,277924.0
27684,8858.0
27685,315429.0
27692,
27693,25657.0
27705,316793.0
27706,
27713,77551.0
27714,
27721,15523.0
27722,205219.0
27748,1360951.0
27749,54888.0
27756,751652.0
27757,25798.0
27764,94887.0
27765,25868.0
27772,
27773,32672.0
27780,93444.0
27781,
27799,
27800,719798.0
27801,
27802,841555.0
27828,47217.0
27829,25933.0
27836,14537.0
27837,
27844,
27845,740811.0
27852,
27860,38563.0
27861,731724.0
27879,745142.0
27880,
27887,10456.0
27888,39263.0
27895,716729.0
27896,1704799.0
27908,99379.0
27909,723603.0
27916,
27917,703938.0
27924,45529.0
27925,
27932,82600.0
27940,97430.0
27959,1326160.0
27960,26198.0
27967,
27968,351730.0
27983,1770450.0
27984,312297.0
27991,764622.0
27992,715795.0
28003,58455.0
28004,706118.0
28011,
28012,26379.0
28038,
28039,
28046,
28047,721295.0
28054,46382.0
28055,26435.0
28062,
28063,720013.0
28070,58755.0
28071,725869.0
28089,
28090,26463.0
28097,64305.0
28098,319546.0
28118,789933.0
28126,
28127,
28134,808362.0
28135,
28142,806090.0
28143,354888.0
28150,18489.0
28151,728376.0
28169,
28170,
28177,
28178,27442.0
28185,
28186,718448.0
28193,
28206,
28207,728330.0
28215,225261.0
28222,2969.0
28223,354567.0
28230,6811.0
28231,730985.0
28249,
28250,2131.0
28257,95893.0
28258,77534.0
28265,
28266,714603.0
28273,
28274,709599.0
28281,
28282,28364.0
28311,721675.0
28329,
28330,26607.0
28337,59182.0
28338,314416.0
28345,717423.0
28346,811028.0
28353,81870.0
28354,314484.0
28361,
28362,917684.0
28389,43549.0
28396,
28409,41336.0
28410,
28417,
28418,
28425,71344.0
28426,320380.0
28433,54295.0
28434,718245.0
28441,314464.0
28442,26822.0
28468,43082.0
28469,26843.0
28476,
28477,26845.0
28484,4447.0
28485,
28492,
28493,26850.0
28505,
28506,26851.0
28513,
28514,
28521,
28522,26938.0
28548,96167.0
28549,
28556,10940.0
28557,27153.0
28564,26058.0
28565,26970.0
28572,
28573,26974.0
28580,65322.0
28599,
28600,
28601,
28602,26996.0
28628,
28629,351998.0
28636,6841.0
28637,
28644,830047.0
28645,
28652,2618.0
28653,27018.0
28660,
28661,27025.0
28679,
28687,
28688,201617.0
28695,
28696,1114674.0
28708,
28709,27050.0
28716,2552.0
28717,355735.0
28724,
28725,704914.0
28732,2602.0
28733,27056.0
28740,2611.0
28741,86490.0
28760,724976.0
28767,
28768,
28775,
28776,
28783,
28784,27075.0
28791,
28804,766421.0
28805,
28813,1071240.0
28820,225014.0
28839,
28840,27096.0
28847,
28848,722582.0
28855,
28856,356144.0
28863,3827.0
28864,27099.0
28871,
28872,718025.0
28898,
28899,
28900,
28901,27105.0
28919,
28920,
28927,
28928,27109.0
28935,
28936,
28943,
28944,701556.0
28952,
28978,
28979,215619.0
28986,
28987,
28994,
28995,
29006,
29015,
29022,
29023,27326.0
29030,
29031,
29049,5611.0
29050,799165.0
29058,27367.0
29065,
29066,733776.0
29073,6494.0
29081,
29111,715779.0
29129,
29130,27551.0
29137,6699.0
29138,319693.0
29145,6720.0
29153,
29154,27594.0
29161,6931.0
29162,357176.0
29188,
29189,726420.0
29196,7314.0
29197,111001.0
29209,7536.0
29210,27748.0
29217,
29218,
29225,7647.0
29226,729970.0
29234,
29241,
29242,
29268,
29269,27911.0
29276,8038.0
29277,27924.0
29284,
29285,277375.0
29292,
29293,27952.0
29305,
29306,27976.0
29313,
29314,
29322,
29348,
29349,
29356,
29357,312066.0
29364,
29365,230169.0
29372,8507.0
29380,8699.0
29399,8843.0
29400,720505.0
29401,8849.0
29402,731267.0
29428,
29429,28142.0
29436,
29437,28146.0
29444,
29445,317341.0
29452,
29460,
29461,
29479,
29480,
29487,9247.0
29488,28209.0
29495,
29496,899714.0
29508,9375.0
29509,710874.0
29517,
29524,9542.0
29525,
29532,9779.0
29533,
29540,
29541,830399.0
29559,9981.0
29560,28365.0
29567,
29568,352324.0
29575,10173.0
29576,28372.0
29583,
29584,28374.0
29591,10226.0
29592,28395.0
29604,
29605,
29612,109563.0
29613,28416.0
29620,10736.0
29621,28452.0
29639,945489.0
29640,317831.0
29648,715596.0
29655,11354.0
29656,
29663,11534.0
29664,353373.0
29671,
29698,
29699,28561.0
29700,
29701,28579.0
29719,
29720,28613.0
29727,
29728,719711.0
29735,
29736,28626.0
29743,
29744,109657.0
29751,
29752,702259.0
29778,
29779,28647.0
29786,
29787,201653.0
29794,
29795,
29808,
29815,
29816,28673.0
29823,
29824,319282.0
29831,
29832,317814.0
29858,
29859,726606.0
29867,939930.0
29875,727010.0
29882,
29903,
29904,
29911,
29912,
29938,14693.0
29939,28794.0
29946,14693.0
29947,28807.0
29955,701723.0
29962,1076328.0
29963,320211.0
29970,15166.0
29971,28864.0
29989,
29990,
29997,
29998,
30007,
30008,1078261.0
30015,
30016,28894.0
30023,
30024,28895.0
30031,15836.0
30032,318439.0
30058,
30059,723577.0
30066,
30067,316004.0
30074,
30075,712744.0
30082,
30083,
30090,
30091,315309.0
30111,
30112,28989.0
30138,16346.0
30139,1159217.0
30146,
30147,708850.0
30155,29006.0
30162,
30163,29015.0
30170,
30171,
30189,
30190,29071.0
30197,16804.0
30198,
30218,
30219,
30226,
30227,718823.0
30234,16845.0
30235,
30242,
30243,
30251,
30269,16862.0
30270,
30278,847542.0
30285,
30286,
30293,
30294,
30306,
30307,14995.0
30314,
30315,29356.0
30322,16926.0
30323,
30330,17109.0
30331,29386.0
30349,
30350,
30357,
30358,29434.0
30365,17728.0
30366,
30374,
30381,
30382,29534.0
30402,18172.0
30403,29550.0
30410,
30411,860673.0
30429,
30430,29587.0
30438,29051.0
30445,18871.0
30453,18877.0
30454,314712.0
30461,
30462,707879.0
30488,
30489,
30496,
30497,
30509,19871.0
30517,19913.0
30518,
30525,20104.0
30526,
30533,
30541,20331.0
30542,29758.0
30568,
30576,
30577,351809.0
30584,
30592,20819.0
30593,29834.0
30605,
30606,
30613,
30614,29850.0
30621,
30622,
30648,21535.0
30649,
30656,
30657,
30664,21876.0
30665,
30673,
30680,22444.0
30681,29989.0
30699,
30700,30053.0
30701,
30728,741612.0
30729,708847.0
30736,
30737,1498301.0
30744,22912.0
30752,
30753,30121.0
30760,23460.0
30761,30140.0
30779,23512.0
30780,1189712.0
30787,23538.0
30788,30173.0
30795,
30808,
30809,720626.0
30816,
30817,
30824,
30825,30259.0
30832,24004.0
30833,30302.0
30840,24104.0
30841,
30859,
30867,
30868,
30875,
30876,30490.0
30883,
30884,845607.0
30891,
30892,748792.0
30904,
30905,350746.0
30912,24975.0
30913,
30920,
30921,
30939,
30940,30625.0
30948,30645.0
30955,
30963,
30964,732677.0
30971,25619.0
30972,23132.0
30998,25662.0
31018,
31019,
31026,25871.0
31027,
31034,
31035,225278.0
31042,25885.0
31043,30799.0
31050,
31051,720875.0
31069,745907.0
31070,30822.0
31077,26076.0
31078,30828.0
31085,
31086,30829.0
31093,
31094,
31106,
31107,30841.0
31114,27449.0
31115,30845.0
31122,27448.0
31123,
31130,26954.0
31131,350081.0
31149,27383.0
31150,716740.0
31157,
31158,
31165,
31166,
31173,27984.0
31174,730989.0
31181,
31182,31827.0
31202,
31203,
31210,
31211,26782.0
31229,
31230,
31237,
31238,356130.0
31246,32647.0
31253,
31254,
31261,275316.0
31262,
31288,
31289,33504.0
31296,
31297,33518.0
31309,
31310,
31318,727008.0
31326,
31333,
31341,29806.0
31342,707385.0
31368,
31369,30906.0
31376,30197.0
31384,30215.0
31392,
31393,722383.0
31406,30946.0
31414,30966.0
31421,
31422,30985.0
31448,
31449,
31456,30770.0
31457,31079.0
31464,30819.0
31465,31243.0
31472,897265.0
31480,31107.0
31481,725314.0
31499,
31500,350797.0
31501,
31528,
31529,31314.0
31536,31348.0
31537,31352.0
31544,64494.0
31552,31617.0
31553,
31560,
31561,31417.0
31579,31088.0
31580,
31587,32193.0
31595,30892.0
31596,
31608,
31609,31556.0
31616,
31617,730744.0
31624,
31625,828941.0
31632,32297.0
31640,
31659,32626.0
31667,
31668,31667.0
31675,33417.0
31676,
31683,33461.0
31691,33533.0
31692,738194.0
31704,33537.0
31705,31754.0
31712,33541.0
31713,320683.0
31720,33559.0
31721,355861.0
31739,
31740,
31747,
31748,719961.0
31755,
31756,
31763,34143.0
31764,31978.0
31771,
31772,
31798,34296.0
31800,34343.0
31801,356106.0
31819,34464.0
31820,
31827,
31835,34937.0
31836,32013.0
31843,34977.0
31844,
31851,
31852,32032.0
31878,35590.0
31879,351991.0
31886,
31887,
31894,
31895,
31907,
31908,
31915,37115.0
31916,730553.0
31923,
31924,
31931,
31932,
31958,37388.0
31959,
31967,
31975,320574.0
31982,38332.0
31983,32120.0
31990,
31991,
32002,39134.0
32003,723616.0
32010,
32011,
32029,
32030,32156.0
32037,41254.0
32038,
32045,
32046,32166.0
32053,
32054,726514.0
32061,44319.0
32062,351789.0
32088,39760.0
32089,32190.0
32096,39917.0
32097,
32109,
32110,32198.0
32117,40410.0
32118,32203.0
32125,40459.0
32126,32214.0
32133,40472.0
32134,32228.0
32141,40522.0
32142,718550.0
32169,355359.0
32176,
32177,32265.0
32184,
32192,
32193,32282.0
32205,41289.0
32206,703645.0
32221,
32222,32312.0
32248,
32249,317191.0
32256,41781.0
32264,
32265,46172.0
32272,
32273,
32280,
32281,764403.0
32299,42316.0
32300,
32301,
32302,
32328,
32329,32486.0
32336,
32337,
32344,43212.0
32352,43279.0
32360,
32361,314426.0
32379,43362.0
32380,
32387,
32388,
32395,
32396,
32408,43887.0
32409,
32416,
32417,317032.0
32424,
32425,32673.0
32432,
32433,
32440,44171.0
32441,
32459,44420.0
32460,
32467,44438.0
32468,
32475,44482.0
32476,
32483,
32484,315846.0
32492,317897.0
32504,
32512,
32513,
32520,
32521,
32539,
32540,350917.0
32547,
32548,714284.0
32555,
32556,
32563,801898.0
32564,
32571,352909.0
32572,1052177.0
32598,
32599,718031.0
32600,46043.0
32619,46109.0
32620,
32627,
32628,32869.0
32635,
32636,32878.0
32643,
32644,
32651,719413.0
32652,
32678,46619.0
32679,350193.0
32686,
32687,316736.0
32694,
32695,
32707,46765.0
32708,
32715,82660.0
32716,351127.0
32723,47356.0
32724,
32731,
32732,319877.0
32758,
32759,32907.0
32766,
32774,
32782,47878.0
32783,
32790,
32803,48039.0
32804,314864.0
32811,
32838,
32839,205303.0
32846,
32847,313419.0
32854,
32855,316299.0
32862,
32863,
32870,48465.0
32889,
32890,315406.0
32897,320333.0
32898,
32918,48542.0
32926,48824.0
32927,30832.0
32934,48898.0
32935,352071.0
32942,48898.0
32943,704503.0
32950,
32951,
32969,
32970,712154.0
32977,
32978,32866.0
32985,
32986,731802.0
32993,49398.0
32994,
33005,
33006,354633.0
33013,49488.0
33014,32991.0
33021,
33048,49862.0
33049,712667.0
33056,
33057,
33064,52811.0
33065,
33073,
33081,843028.0
33100,316620.0
33101,
33102,707776.0
33128,
33129,33061.0
33136,50292.0
33137,727510.0
33144,
33145,33073.0
33152,
33153,
33160,
33161,
33179,930043.0
33187,
33188,33113.0
33195,
33196,1323595.0
33208,
33209,316253.0
33216,
33217,
33224,52396.0
33225,
33232,52586.0
33233,
33240,52591.0
33241,725785.0
33259,
33260,704336.0
33267,53500.0
33268,
33275,54161.0
33276,
33283,54307.0
33284,317770.0
33291,
33292,33195.0
33304,54696.0
33305,33199.0
33312,54727.0
33313,
33321,225300.0
33339,
33340,225300.0
33347,
33348,
33355,
33363,202304.0
33371,
33372,716101.0
33398,55805.0
33399,
33400,55907.0
33401,
33419,55976.0
33420,33325.0
33427,
33428,
33435,56050.0
33436,33397.0
33443,
33451,719729.0
33478,56252.0
33479,
33486,
33487,
33494,
33507,56446.0
33508,788964.0
33516,33420.0
33523,
33524,
33531,
33532,33488.0
33558,
33559,
33566,60966.0
33567,355199.0
33574,
33575,
33582,
33583,353575.0
33590,
33591,
33603,57497.0
33604,
33611,
33612,276283.0
33638,
33639,33780.0
33646,749028.0
33647,
33654,
33655,714162.0
33662,
33663,
33670,58194.0
33689,
33690,1125536.0
33697,
33698,1035401.0
33718,
33719,
33726,
33727,
33734,
33735,
33742,
33743,33960.0
33750,
33751,
33769,
33770,33992.0
33777,
33778,
33785,60357.0
33786,
33793,60488.0
33794,717653.0
33806,60502.0
33807,34057.0
33814,60512.0
33815,313395.0
33822,
33823,34067.0
33830,
33849,61004.0
33850,
33857,68676.0
33858,
33865,69458.0
33866,34083.0
33873,61229.0
33874,
33881,
33882,34125.0
33902,
33903,
33910,
33911,352956.0
33929,61440.0
33930,
33937,1222497.0
33945,
33953,61740.0
33954,37804.0
33961,61927.0
33962,316116.0
33988,61931.0
33989,
33996,62087.0
33997,
34008,
34009,34163.0
34016,
34017,34165.0
34024,62960.0
34025,
34032,62996.0
34033,719130.0
34040,
34041,722826.0
34059,63333.0
34067,63814.0
34068,778354.0
34075,
34076,34238.0
