,cik
82838,885084.0
82839,1003950.0
82840,1001489.0
82841,1003521.0
82843,1141496.0
82844,719704.0
82845,
82848,910267.0
82846,94538.0
82847,886912.0
82849,945532.0
82850,907069.0
82851,1003956.0
82852,
82853,1004313.0
82855,31978.0
82857,1005181.0
82858,920941.0
82859,887921.0
82861,1000227.0
82862,1003959.0
82887,
82895,351485.0
82908,
82916,
82924,107140.0
82932,107140.0
82959,107189.0
82967,
82975,107362.0
82983,
82991,107294.0
83003,
83011,719955.0
83030,872821.0
83038,
83046,107460.0
83054,107482.0
83062,107559.0
83089,730565.0
83097,107576.0
83106,1004528.0
83108,854862.0
83109,1003477.0
83110,313968.0
83111,899866.0
83112,821026.0
83113,1005010.0
83114,95626.0
83115,
83117,921612.0
83118,715130.0
83119,1005123.0
83120,1005229.0
83121,1004960.0
83122,1004963.0
83123,896778.0
83124,1005757.0
83125,1003648.0
83126,351816.0
83127,1002520.0
83128,1004232.0
83129,1005230.0
83130,930885.0
83131,1591877.0
83132,949371.0
83133,1002813.0
83134,1005270.0
83135,946670.0
83136,1005122.0
83137,1004571.0
83138,1005387.0
83139,1003472.0
83140,1041333.0
83141,1003114.0
83142,217084.0
83144,924101.0
83145,1006045.0
83146,1261734.0
83147,929528.0
83148,1005286.0
83149,889971.0
83150,1004990.0
83151,877902.0
83152,949373.0
83153,801443.0
83154,907658.0
83155,894671.0
83156,893335.0
83157,1034042.0
83159,1000368.0
83160,
83161,869561.0
83162,920052.0
83163,769874.0
83164,1003957.0
83165,82409.0
83167,1005268.0
83168,1000166.0
83169,
83170,943605.0
83172,1003382.0
83173,934379.0
83174,1005128.0
83175,1003958.0
83176,892142.0
83177,
83178,1005406.0
83179,1003934.0
83180,1004314.0
83181,1006026.0
83184,
83185,1003932.0
83186,714603.0
83189,845752.0
83190,
83191,904900.0
83214,
83193,1005015.0
83202,16741.0
83203,1027280.0
83204,1005759.0
83226,1005313.0
83227,1007783.0
83228,
83229,1005291.0
83230,1007022.0
83231,1005868.0
83232,1004939.0
83233,43920.0
83234,1002132.0
83235,893573.0
83236,61494.0
83238,1006027.0
83239,921768.0
83240,926978.0
83241,898172.0
83242,1007018.0
83243,
83244,949157.0
83249,
83245,1004524.0
83246,1005407.0
83248,1005283.0
83250,1005119.0
83251,849778.0
83252,26990.0
83253,1005700.0
83254,1005970.0
83257,107732.0
83258,852447.0
83259,1006638.0
83260,
83261,1012616.0
83262,1007321.0
83263,1006370.0
83264,43920.0
83265,107752.0
83266,1002917.0
83267,889872.0
83268,1000621.0
83269,1003641.0
83270,1005967.0
83271,1005697.0
83272,940942.0
83273,725738.0
83274,879283.0
83275,1005731.0
83276,50587.0
83277,930090.0
83278,1002536.0
83280,1007083.0
83281,
83282,789092.0
83283,1006892.0
83284,1007518.0
83300,
83286,942650.0
83289,1006361.0
83290,1008130.0
83291,1102541.0
83292,934520.0
83293,881411.0
83294,1000189.0
83295,1006614.0
83297,1007594.0
83298,1005758.0
83299,1005972.0
83301,1004969.0
83302,
83303,1004989.0
83304,1007330.0
83305,938320.0
83306,1008129.0
83307,880804.0
83308,883558.0
83309,894572.0
83310,921445.0
83311,
83312,
83313,1002521.0
83314,1006605.0
83315,1002137.0
83316,1005698.0
83317,919722.0
83318,
83319,1005509.0
83322,1007021.0
83324,914698.0
83332,1006240.0
83333,1060232.0
83337,107841.0
83338,
83339,
83340,921177.0
83341,86312.0
83344,796374.0
83345,107874.0
83346,1009241.0
83347,918709.0
83348,1007508.0
83349,1006030.0
83350,915393.0
83351,849433.0
83353,107907.0
83354,1008614.0
83355,1002522.0
83356,
83357,1007047.0
83358,1007997.0
83359,1005504.0
83360,1006376.0
83361,107961.0
83362,1009244.0
83363,1005512.0
83365,798955.0
83366,1009672.0
83367,22896.0
83368,1009677.0
83370,1007588.0
83371,313116.0
83372,1005016.0
83373,1006177.0
83374,799526.0
83375,
83376,
83377,1006195.0
83378,887920.0
83379,1009871.0
83380,
83381,1006604.0
83382,909494.0
83383,1005969.0
83384,1007020.0
83386,1009304.0
83388,1007581.0
83389,1008938.0
83390,1007587.0
83391,1008586.0
83392,1007992.0
83393,1004124.0
83394,
83395,915846.0
83396,108079.0
83397,1003383.0
83398,1438731.0
83399,1000230.0
83400,874534.0
83401,1007519.0
83402,1003936.0
83403,1008597.0
83404,1010397.0
83405,1010552.0
83407,1006691.0
83408,1065002.0
83409,
83411,1006655.0
83412,892112.0
83413,1008817.0
83414,824410.0
83415,935066.0
83416,1007800.0
83417,351398.0
83418,894268.0
83419,1010064.0
83420,
83421,931336.0
83422,1010612.0
83423,1009301.0
83424,1005018.0
83425,319646.0
83433,108215.0
83428,1005882.0
83429,931911.0
83430,1008588.0
83431,1007297.0
83432,1000370.0
83434,1005508.0
83435,1011006.0
83436,1007084.0
83439,1010787.0
83440,7974.0
83441,
83442,1008114.0
83443,1067983.0
83444,1006265.0
83446,1010472.0
83447,1045538.0
83449,929697.0
83452,1011290.0
83453,1009918.0
83455,1006264.0
83456,77106.0
83457,927417.0
83458,899647.0
83459,1010744.0
83460,
83462,1008654.0
83464,1010471.0
83465,1002760.0
83466,902600.0
83467,1011696.0
83468,311268.0
83469,863110.0
83470,906873.0
83471,1013334.0
83472,1003740.0
83473,899381.0
83475,932903.0
83476,726991.0
83477,
83478,1009405.0
83479,1005214.0
83480,915509.0
83481,1006708.0
83482,1010917.0
83483,914537.0
83484,
83485,1011108.0
83487,880259.0
83488,869497.0
83489,1011067.0
83490,1013465.0
83491,1009869.0
83492,745374.0
83493,923978.0
83494,916933.0
83495,1011582.0
83496,1009395.0
83497,879898.0
83498,1011154.0
83499,1010305.0
83500,863680.0
83501,836043.0
83502,867408.0
83503,913165.0
83504,1006424.0
83505,
83506,
83508,354948.0
83509,887936.0
83510,891461.0
83511,946355.0
83512,892335.0
83513,720915.0
83514,911441.0
83515,1011586.0
83516,890763.0
83517,1000231.0
83518,934203.0
83519,1012134.0
83520,1009829.0
83521,720350.0
83522,1001879.0
83523,1007367.0
83524,843081.0
83525,1008990.0
83526,868984.0
83527,1010915.0
83528,1011451.0
83529,896400.0
83530,1010395.0
83531,1002637.0
83534,914475.0
83535,1012131.0
83536,108949.0
83537,940518.0
83538,1011671.0
83539,926019.0
83540,
83541,1012140.0
83542,910338.0
83543,889992.0
83546,1010615.0
83547,887919.0
83548,
83549,1011738.0
83550,894906.0
83551,357264.0
83553,1009675.0
83554,1063254.0
83555,1011065.0
83556,
83557,1011449.0
83558,1011064.0
83559,1402436.0
83560,1011340.0
83561,1008993.0
83564,
83565,1000209.0
83566,1002902.0
83568,921549.0
83569,945364.0
83570,1011147.0
83571,1005274.0
83572,
83573,
83574,946945.0
83575,882873.0
83576,1008896.0
83577,933972.0
83578,1005858.0
83579,
83580,1009403.0
83581,930738.0
83582,1010788.0
83583,1013220.0
83586,1013556.0
83588,1012159.0
83592,1011060.0
83593,
83594,854709.0
83595,1012369.0
83596,1007456.0
83597,1013237.0
83598,1011693.0
83599,108510.0
83600,940941.0
83601,108516.0
83602,1014111.0
83603,1012624.0
83605,737755.0
83606,
83607,1007583.0
83608,80816.0
83609,1013595.0
83611,1011836.0
83612,1012368.0
83613,1003539.0
83615,1123337.0
83616,913077.0
83618,883697.0
83619,1009480.0
83620,1413547.0
83621,1013462.0
83622,1013238.0
83624,1009652.0
83625,1012887.0
83626,1012466.0
83627,854551.0
83628,1039311.0
83629,1014767.0
83630,920448.0
83631,730030.0
83632,886530.0
83633,1013606.0
83634,1009830.0
83635,1012483.0
83636,719774.0
83637,849323.0
83638,1012270.0
83640,820735.0
83641,866054.0
83642,712771.0
83643,
83644,
83645,1012367.0
83646,
83648,1012442.0
83649,1011888.0
83650,1012128.0
83651,895051.0
83652,108606.0
83653,1012394.0
83654,930775.0
83655,1011584.0
83657,1012482.0
83658,1013466.0
83659,907649.0
83661,1012620.0
83662,1014957.0
83663,873198.0
83664,1013149.0
83666,1003608.0
83667,1012623.0
83668,1010136.0
83669,1012393.0
83670,946073.0
83671,768899.0
83672,1008598.0
83674,919943.0
83675,
83676,1014924.0
83677,1013786.0
83678,920645.0
83679,108633.0
83680,921623.0
83681,947268.0
83682,
83683,1010470.0
83685,944405.0
83687,108703.0
83688,1012123.0
83689,1012884.0
83690,1012019.0
83691,
83692,1012480.0
83693,1006835.0
83694,941914.0
83695,
83696,1012099.0
83697,899753.0
83699,1011657.0
83700,929473.0
83702,1012734.0
83703,1012704.0
83704,880562.0
83705,1012459.0
83707,902010.0
83708,
83709,774937.0
83710,
83711,
83712,883041.0
83716,311848.0
83717,1011024.0
83719,5588.0
83720,1012771.0
83721,1013564.0
83722,1013351.0
83723,705200.0
83724,
83726,722839.0
83729,356809.0
83730,934549.0
83731,881655.0
83732,1013050.0
83733,1012468.0
83734,1013706.0
83735,1012627.0
83736,899426.0
83737,1013836.0
83738,708781.0
83740,1013696.0
83741,948976.0
83742,727634.0
83743,1013736.0
83744,1015577.0
83745,829764.0
83746,1013036.0
83747,1015172.0
83748,
83749,945269.0
83751,1029321.0
83753,1004968.0
83754,
83755,855585.0
83756,886744.0
83758,814774.0
83759,712774.0
83760,
83761,1237941.0
83762,946644.0
83763,857353.0
83764,1009242.0
83765,1012697.0
83766,1009532.0
83767,711800.0
83768,1012710.0
83769,911148.0
83770,
83771,
83774,1004702.0
83775,
83776,1014955.0
83777,1014920.0
83778,1011255.0
83779,1013857.0
83780,1004967.0
83781,1013687.0
83782,916444.0
83783,108791.0
83784,1013058.0
83785,801529.0
83787,
83788,1013608.0
83789,1013467.0
83790,1015920.0
83791,912953.0
83792,932623.0
83793,949485.0
83794,1013322.0
83795,1013170.0
83796,
83797,1014982.0
83798,907237.0
83799,1013934.0
83800,1014041.0
83801,1013749.0
83803,928063.0
83804,312037.0
83805,1012441.0
83806,846464.0
83807,893160.0
83808,865917.0
83809,1009802.0
83810,1013021.0
83811,921905.0
83812,744731.0
83813,1013148.0
83814,
83815,1005409.0
83816,1013218.0
83821,1016179.0
83818,1012967.0
83819,1017550.0
83820,906611.0
83822,912463.0
83823,1017267.0
83825,276327.0
83827,1003201.0
83828,1016277.0
83829,758722.0
83830,915901.0
83831,315849.0
83832,911583.0
83834,1449732.0
83836,935155.0
83837,1005185.0
83838,1017526.0
83839,
83840,1014763.0
83841,6260.0
83842,929313.0
83843,1016168.0
83844,1015739.0
83845,11913.0
83846,
83847,
83849,913443.0
83850,1017917.0
83851,1009769.0
83852,831529.0
83853,1019947.0
83854,
83855,
83856,1016281.0
83857,1015360.0
83858,1010138.0
83859,887137.0
83860,1016177.0
83861,1015483.0
83862,1015780.0
83863,319191.0
83864,854941.0
83865,1007184.0
83866,1010247.0
83867,
83868,1013044.0
83869,1017136.0
83870,1015604.0
83871,315125.0
83872,1015115.0
83873,922341.0
83874,1015194.0
83875,4187.0
83876,1018145.0
83877,745597.0
83878,1016370.0
83881,
83883,1014739.0
83884,920990.0
83885,65770.0
83886,357262.0
83887,1013277.0
83889,1011028.0
83890,1016694.0
83891,1012141.0
83892,867713.0
83893,1013554.0
83894,911787.0
83896,1006028.0
83897,1016933.0
83898,777876.0
83899,753081.0
83900,1017609.0
83901,1016577.0
83902,1017545.0
83903,1017793.0
83904,938605.0
83905,314865.0
83906,861878.0
83907,
83908,1016470.0
83910,1017303.0
83911,1013159.0
83912,1000925.0
83914,845047.0
83915,1014960.0
83916,1013880.0
83917,917062.0
83918,1013243.0
83919,108976.0
83920,1021080.0
83922,924862.0
83924,1017308.0
83925,805956.0
83926,1019779.0
83927,109088.0
83928,897067.0
83929,947661.0
83930,1020866.0
83931,1016831.0
83932,1014477.0
83933,1017535.0
83934,320387.0
83935,109089.0
83936,927558.0
83951,
83937,1016278.0
83938,
83939,1017712.0
83940,1016243.0
83941,889085.0
83942,1016439.0
83943,1016558.0
83944,1016229.0
83945,
83946,1017172.0
83947,934851.0
83948,925908.0
83950,831547.0
83952,1001136.0
83953,1017259.0
83954,1011221.0
83955,724910.0
83956,897893.0
83957,1017815.0
83958,1017958.0
83959,1003282.0
83960,1017047.0
83961,1019361.0
83962,1016572.0
83963,911577.0
83964,879116.0
83965,1017968.0
83966,
83967,1016006.0
83968,
83969,1018164.0
83970,723928.0
83971,1014586.0
83974,775473.0
83975,916844.0
83976,1018840.0
83977,1017799.0
83979,1014187.0
83981,916457.0
83982,1018522.0
83983,1016919.0
83985,1540145.0
83986,
83989,43196.0
83988,1045309.0
83990,1017646.0
83991,1015293.0
83994,
83995,1018099.0
83998,
84000,1013547.0
84001,1017008.0
84003,1127777.0
84004,790025.0
84005,923282.0
84006,
84007,873860.0
84009,1071923.0
84010,896264.0
84011,1011775.0
84013,1019878.0
84014,109242.0
84018,1019808.0
84019,1018146.0
84020,1595262.0
84022,
84023,1016152.0
84024,1019900.0
84025,943563.0
84026,1017673.0
84027,945770.0
84028,
84029,1013256.0
84030,1019272.0
84031,1022080.0
84032,1021860.0
84034,1017641.0
84036,1020265.0
84039,
84040,1271193.0
84041,1021162.0
84053,875385.0
84042,1019849.0
84043,
84044,770403.0
84045,1002628.0
84046,1012956.0
84047,898805.0
84048,1016931.0
84049,
84050,1015298.0
84051,704292.0
84052,1019695.0
84054,887784.0
84055,1013920.0
84056,830656.0
84057,818813.0
84058,707604.0
84060,912183.0
84061,1005139.0
84062,1013488.0
84063,1010838.0
84064,1018371.0
84065,1018980.0
84066,1020897.0
84067,1016504.0
84068,1019156.0
84069,1011737.0
84070,
84071,
84073,109261.0
84074,1017546.0
84075,880059.0
84076,1016503.0
84077,910168.0
84078,1010677.0
84079,
84080,1019254.0
84081,
84084,1017480.0
84085,1021421.0
84086,1019656.0
84087,1017147.0
84089,
84090,
84091,1017657.0
84092,867889.0
84093,1021917.0
84094,932110.0
84095,1014343.0
84096,1020616.0
84097,1018913.0
84098,1020996.0
84099,1016169.0
84100,320141.0
84102,109312.0
84103,1019737.0
84104,854399.0
84105,1016771.0
84106,1016718.0
84107,1021061.0
84108,944725.0
84109,908754.0
84110,1019756.0
84111,909990.0
84112,1020871.0
84113,
84115,
84116,1051378.0
84117,1135338.0
84118,1021723.0
84119,1017362.0
84120,1018833.0
84129,109380.0
84121,1013236.0
84122,820067.0
84124,1013795.0
84125,
84126,1018730.0
84127,928737.0
84128,1016872.0
84130,1020394.0
84131,1014964.0
84132,6885.0
84133,1020999.0
84134,917524.0
84135,1013355.0
84136,885259.0
84137,722255.0
84139,1021444.0
84140,1019650.0
84141,948456.0
84142,1054636.0
84143,903689.0
84144,1008946.0
84145,109413.0
84146,933454.0
84147,945771.0
84148,1006591.0
84149,1002325.0
84150,1018525.0
84151,1016181.0
84153,727621.0
84154,1003233.0
84157,912890.0
84159,1022844.0
84161,730716.0
84162,894508.0
84164,1021848.0
84168,1018003.0
84169,1023052.0
84170,1022664.0
84172,1021561.0
84174,1022911.0
84175,1022259.0
84176,832428.0
84180,704322.0
84182,1014747.0
84183,
84184,727207.0
84185,943184.0
84186,816066.0
84187,1020391.0
84188,
84189,1018411.0
84191,
84192,949173.0
84195,1016626.0
84196,313321.0
84197,1016657.0
84198,852203.0
84199,
84200,1022581.0
84201,942659.0
84202,1022820.0
84203,1021270.0
84204,
84205,277028.0
84208,1021770.0
84210,1023313.0
84211,931707.0
84213,
84214,1015610.0
84215,1051343.0
84216,1019376.0
84217,1023300.0
84218,1020726.0
84219,1013033.0
84220,850629.0
84221,918591.0
84222,1021772.0
84223,1021810.0
84224,1017137.0
84225,319547.0
84226,51548.0
84227,1021706.0
84229,1023876.0
84230,1022536.0
84231,1023519.0
84233,320515.0
84234,1022408.0
84235,1023334.0
84237,
84238,1397772.0
84239,1022701.0
84240,1025169.0
84241,731647.0
84242,1020503.0
84243,1020476.0
84244,1402747.0
84245,
84246,1009773.0
84247,1006837.0
84248,946763.0
84249,1021575.0
84250,1020905.0
84251,1023339.0
84252,1018891.0
84253,1023184.0
84254,1022926.0
84255,1019671.0
84257,937289.0
84258,1013698.0
84259,809803.0
84260,4317.0
84262,1022671.0
84264,1022832.0
84267,1014462.0
84269,1021354.0
84270,906448.0
84271,1018039.0
84272,1022222.0
84273,
84274,1015868.0
84275,1020859.0
84276,3642.0
84277,943742.0
84279,1022622.0
84280,1018332.0
84281,946840.0
84282,
84283,1024657.0
84284,
84286,1013627.0
84287,1019825.0
84288,921898.0
84289,1024729.0
84291,933405.0
84292,
84293,1022807.0
84294,1020898.0
84295,1019055.0
84296,1024339.0
84298,1024125.0
84299,882087.0
84300,1022693.0
84301,1026114.0
84302,896493.0
84304,1008653.0
84305,
84308,1024441.0
84309,946090.0
84310,1025557.0
84311,1024452.0
84312,1017829.0
84313,1022103.0
84315,886475.0
84316,1018158.0
84317,1024047.0
84318,1021549.0
84319,1023128.0
84320,1024732.0
84321,1383099.0
84322,1019072.0
84323,1018354.0
84324,1017813.0
84325,944508.0
84326,1018693.0
84327,1025711.0
84328,1019265.0
84329,1020716.0
84330,1023362.0
84331,1015593.0
84332,1021011.0
84333,862841.0
84334,884900.0
84335,1025566.0
84337,915518.0
84339,1024645.0
84340,10257.0
84341,860235.0
84342,1020416.0
84345,351917.0
84346,785081.0
84347,1023393.0
84348,797721.0
84349,1023813.0
84350,1003504.0
84351,1024321.0
84352,1024520.0
84356,
84361,1024674.0
84362,1022809.0
84364,1023131.0
84365,1022469.0
84366,1023275.0
84367,917246.0
84371,1005730.0
84372,70866.0
84373,1022079.0
84374,1025834.0
84375,1024725.0
84376,1017921.0
84377,1027282.0
84381,1024478.0
84382,1026601.0
84383,1025361.0
84384,863739.0
84385,1000753.0
84387,1026655.0
84389,764038.0
84390,1023640.0
84391,
84394,1023902.0
84395,1013609.0
84396,
84397,920427.0
84399,352542.0
84402,764765.0
84403,108312.0
84404,1023398.0
84405,1016151.0
84406,1051717.0
84408,
84409,11390.0
84411,862692.0
84412,1025822.0
84413,1020214.0
84414,
84416,1018005.0
84417,1023283.0
84418,1061566.0
84420,1027702.0
84421,1023874.0
84422,876103.0
84424,1023767.0
84425,822829.0
84426,812890.0
84427,927456.0
84428,1026965.0
84429,1022147.0
84430,1324754.0
84432,1025985.0
84433,1024464.0
84434,921960.0
84435,1020828.0
84436,925524.0
84437,352948.0
84438,1024795.0
84439,1027258.0
84440,1024752.0
84441,1023516.0
84442,788134.0
84444,
84452,
84479,23201.0
84487,26866.0
84495,
84508,772349.0
84509,1026744.0
84510,1109808.0
84511,887359.0
84513,1009822.0
84514,1487310.0
84516,726601.0
84517,1018920.0
84519,936395.0
84520,1022828.0
84521,772320.0
84522,
84523,1003989.0
84524,
84525,1016100.0
84526,1029299.0
84527,774055.0
84528,1005179.0
84529,1003464.0
84530,1021010.0
84531,1027207.0
84532,32315.0
84534,1025743.0
84535,1023388.0
84536,1026221.0
84537,1072765.0
84538,
84539,1009863.0
84540,1028718.0
84543,1001915.0
84545,1022893.0
84546,1009379.0
84547,921313.0
84548,808310.0
84549,311407.0
84550,1028262.0
84551,1027600.0
84553,1023734.0
84554,1022794.0
84555,889930.0
84556,1023695.0
84559,1026650.0
84560,870345.0
84561,845818.0
84562,1027915.0
84563,849869.0
84564,1028965.0
84565,1014733.0
84567,41522.0
84568,1029753.0
84569,1027584.0
84570,1026471.0
84571,924940.0
84572,1014653.0
84573,932698.0
84580,1029456.0
84577,1170010.0
84578,832847.0
84581,1024126.0
84582,879102.0
84583,1027033.0
84584,1029506.0
84585,1030708.0
84586,1012555.0
84587,1028726.0
84588,812011.0
84589,826075.0
84590,
84591,
84593,
84594,1018645.0
84595,1030740.0
84596,1016546.0
84597,1173431.0
84598,1027781.0
84599,1028461.0
84600,1027430.0
84604,891293.0
84605,940659.0
84606,1029199.0
84607,808326.0
84608,1009515.0
84609,1027429.0
84610,1002911.0
84612,912643.0
84613,827100.0
84614,1004570.0
84615,1009463.0
84616,1427553.0
84617,1029443.0
84618,812880.0
84619,1421100.0
84620,1018952.0
84622,720462.0
84623,
84624,1675820.0
84625,1030485.0
84626,1023973.0
84627,1029448.0
84628,1011630.0
84630,919941.0
84631,1027032.0
84632,916502.0
84633,1004400.0
84635,1002360.0
84636,1015328.0
84637,798122.0
84639,944763.0
84641,5696.0
84642,1025742.0
84644,1029786.0
84645,829044.0
84647,
84649,1018349.0
84653,318672.0
84656,1034670.0
84662,846919.0
84663,1657853.0
84664,859307.0
84666,75448.0
84669,707805.0
84671,
84673,1034754.0
84690,61665.0
84718,947798.0
84719,64647.0
84720,1029445.0
84721,1031798.0
84722,1030418.0
84723,3570.0
84724,793520.0
84725,806279.0
84726,1022381.0
84727,
84728,880765.0
84730,1058027.0
84731,1012481.0
84732,879206.0
84733,876947.0
84734,1033012.0
84735,67199.0
84736,922244.0
84737,1031623.0
84738,1029630.0
84739,835582.0
84740,1029654.0
84741,1030681.0
84742,1025995.0
84743,200521.0
84744,1034011.0
84745,40511.0
84746,1032067.0
84747,1027821.0
84749,1027183.0
84750,888028.0
84751,
84752,944310.0
84753,1026506.0
84754,1089624.0
84755,1031107.0
84756,1031340.0
84757,1019034.0
84758,1017097.0
84759,1072685.0
84760,1027131.0
84761,946581.0
84762,1029825.0
84763,1030715.0
84765,1030593.0
84768,787784.0
84769,820313.0
84770,
84771,1031176.0
84776,886035.0
84778,1032204.0
84779,1035815.0
84780,1011570.0
84784,1024342.0
84785,1022368.0
84786,71837.0
84788,1018724.0
84789,1019731.0
84790,1017875.0
84791,1004605.0
84792,1034755.0
84793,1023010.0
84794,73759.0
84795,
84796,747201.0
84797,1036071.0
84799,738194.0
84801,1034257.0
84802,1014552.0
84803,932181.0
84804,830489.0
84805,1034812.0
84806,773845.0
84807,
84808,1030749.0
84809,1029740.0
84810,1021226.0
84811,858629.0
84812,1025787.0
84813,725394.0
84814,
84815,917193.0
84816,1026348.0
84817,1032330.0
84818,1026311.0
84821,1035028.0
84823,1007209.0
84825,1609065.0
84826,943548.0
84827,917273.0
84829,851292.0
84830,1027287.0
84832,929775.0
84834,1016607.0
84836,1037388.0
84837,202947.0
84850,
84839,719722.0
84903,
84911,94056.0
84946,
84954,100714.0
84997,1010919.0
84998,1036713.0
84999,1035104.0
85000,934592.0
85001,1037186.0
85002,873303.0
85003,1026792.0
85004,1028079.0
85005,1022570.0
85008,1035991.0
85009,109110.0
85010,1036436.0
85011,758540.0
85012,1010655.0
85013,1036262.0
85015,1063880.0
85016,1035507.0
85017,783233.0
85018,872901.0
85019,1028215.0
85020,1028918.0
85021,874019.0
85023,1034956.0
85024,
85026,1028339.0
85028,1037115.0
85030,1036992.0
85031,1030487.0
85032,1037949.0
85033,783425.0
85034,1034239.0
85035,1604778.0
85036,1039757.0
85037,1026671.0
85038,1032373.0
85039,1018355.0
85040,1023459.0
85041,725182.0
85042,1035185.0
85043,1026486.0
85044,1014488.0
85045,1037417.0
85046,1010026.0
85047,1013796.0
85048,1035120.0
85049,350678.0
85050,721670.0
85051,1125845.0
85055,910562.0
85059,1035983.0
85060,
85063,1037192.0
85065,1038243.0
85066,765803.0
85067,1032220.0
85068,912875.0
85069,1030054.0
85071,1036283.0
85072,1037038.0
85073,1035713.0
85075,1033032.0
85076,753134.0
85077,1031029.0
85078,1037682.0
85079,1038222.0
85084,747435.0
85092,
85105,742808.0
85113,752200.0
85121,772017.0
85156,737717.0
85157,1012750.0
85158,1020017.0
85159,1041454.0
85160,1020620.0
85161,1015441.0
85162,1037002.0
85163,1017904.0
85164,2589.0
85165,1036629.0
85166,1028285.0
85167,1020186.0
85168,866829.0
85169,1035903.0
85170,933098.0
85171,1034139.0
85174,1035118.0
85173,941604.0
85175,1038223.0
85176,1020710.0
85177,1023731.0
85178,1035513.0
85179,1089503.0
85180,1039780.0
85181,1035240.0
85183,1035351.0
85184,1033693.0
85185,320545.0
85186,890284.0
85187,1038133.0
85188,
85190,1038237.0
85191,1038315.0
85193,1009900.0
85194,1037190.0
85195,1040622.0
85196,1035826.0
85198,1569650.0
85199,777617.0
85200,
85201,774624.0
85202,1158026.0
85203,1011632.0
85204,1030896.0
85205,868278.0
85207,896157.0
85208,1014507.0
85209,862077.0
85210,1038368.0
85211,1029023.0
85212,924515.0
85213,1039213.0
85214,1035374.0
85215,1037535.0
85216,1039184.0
85217,
85218,1039276.0
85219,1020910.0
85220,764587.0
85221,1040449.0
85222,1040328.0
85223,919130.0
85224,1034941.0
85225,1035181.0
85227,1035977.0
85228,742279.0
85231,1035884.0
85232,1037461.0
85233,1023298.0
85236,
85239,1039300.0
85240,1389050.0
85241,1038262.0
85242,1036260.0
85243,49588.0
85244,1476003.0
85245,1028584.0
85246,1037976.0
85247,1038363.0
85249,
85252,3398.0
85255,1040596.0
85256,40656.0
85257,1037868.0
85258,1038754.0
85266,1043382.0
85268,1041095.0
85269,1035002.0
85270,797221.0
85271,817473.0
85272,1040470.0
85273,1041382.0
85274,355906.0
85275,1000897.0
85276,1437578.0
85277,1007304.0
85278,1038183.0
85279,774380.0
85280,1040593.0
85281,1038005.0
85283,1007588.0
85284,786364.0
85286,1039971.0
85287,783265.0
85288,1041540.0
85289,1020258.0
85290,1034073.0
85291,1031028.0
85292,1009657.0
85293,907654.0
85294,1041333.0
85295,745452.0
85296,1038277.0
85297,1044615.0
85298,1039151.0
85299,721994.0
85300,915320.0
85302,1042051.0
85303,1031980.0
85304,882484.0
85305,1034992.0
85306,1020579.0
85307,1035514.0
85308,
85309,1039139.0
85310,1041479.0
85311,1040261.0
85313,936537.0
85314,1036188.0
85315,906829.0
85316,
85317,1045690.0
85318,1009988.0
85319,1040426.0
85320,1040792.0
85321,
85323,1021252.0
85324,
85325,1051345.0
85327,787690.0
85331,1040445.0
85332,743367.0
85333,1042783.0
85336,1042351.0
85343,923687.0
85344,923687.0
85348,1041061.0
85349,1113256.0
85351,1041426.0
85353,1030484.0
85354,1037599.0
85356,1019439.0
85357,1038078.0
85358,1041866.0
85359,769339.0
85360,1043431.0
85361,1029281.0
85362,1041855.0
85363,
85364,1035426.0
85365,1040761.0
85366,1040525.0
85367,4886.0
85368,1013273.0
85370,785813.0
85371,1041075.0
85372,917491.0
85373,
85374,949536.0
85376,899394.0
85377,803578.0
85378,724522.0
85379,1040993.0
85380,798757.0
85381,1010077.0
85382,932352.0
85383,
85385,1030341.0
85386,
85387,1042100.0
85388,1111634.0
85389,1043446.0
85390,1041859.0
85391,756901.0
85392,
85393,1028751.0
85394,1041803.0
85395,1042821.0
85396,1041858.0
85398,1016395.0
85399,
85400,1036292.0
85401,1010086.0
85402,1043156.0
85403,
85404,763730.0
85405,101990.0
85406,1099305.0
85408,1034840.0
85409,1002909.0
85411,849667.0
85412,
85413,1035744.0
85415,1040973.0
85417,
85418,750686.0
85419,1043000.0
85424,1042893.0
85427,1031203.0
85429,900367.0
85431,1043044.0
85432,1038280.0
85436,1043412.0
85437,1037453.0
85439,350832.0
85440,1043337.0
85445,1044590.0
85447,
85450,879437.0
85451,
85452,1042809.0
85453,1041429.0
85454,1013787.0
85455,
85456,1041891.0
85457,1042418.0
85458,915290.0
85459,1043277.0
85460,
85461,1042138.0
85463,1042561.0
85464,911177.0
85466,1034365.0
85468,
85469,44764.0
85470,1042824.0
85471,768538.0
85473,1041954.0
85474,1036442.0
85475,1044066.0
85476,1045035.0
85477,1043915.0
85478,1033491.0
85479,1043533.0
85481,1044660.0
85482,70487.0
85483,791704.0
85484,1042488.0
85485,1043476.0
85486,1111559.0
85487,1032628.0
85488,1039065.0
85489,1013316.0
85490,766037.0
85491,1041122.0
85492,929031.0
85493,1038052.0
85495,1037975.0
85496,1001426.0
85499,911953.0
85500,84581.0
85502,1036044.0
85503,
85504,1026493.0
85505,1043310.0
85506,1009569.0
85507,1043119.0
85508,1029932.0
85509,
85511,911326.0
85512,1044324.0
85513,1045445.0
85514,1044100.0
85515,921439.0
85516,1042825.0
85517,1046311.0
85518,1027532.0
